2019,2018,Institution Name,Country,Classification,,,,,Academic Reputation,,Employer Reputation,,Faculty Student,,Citations per Faculty,,International Faculty,,International Students,,Overall Score
601-650,651-700,WORCESTER POLYTECHNIC INSTITUTE,United States,M,CO,VH,5,B,-,-,-,-,27,539,35.8,356,29.7,452,66.5,211,18.7 - 20.2
651-700,651-700,AJOU UNIVERSITY,South Korea,M,FC,VH,3,B,-,-,-,-,45.8,335,24.2,488,-,-,-,-,17.2 - 18.6
651-700,551-600,ATENEO DE MANILA UNIVERSITY,Philippines,M,FC,MD,5,B,17.7,465,34.9,273,31.9,479,-,-,-,-,-,-,17.2 - 18.6
651-700,601-650,BRNO UNIVERSITY OF TECHNOLOGY,Czech Republic,L,FO,VH,5,A,-,-,36.6,254,-,-,-,-,-,-,61.4,235,17.2 - 18.6
651-700,651-700,CARLETON UNIVERSITY,Canada,L,CO,VH,4,A,-,-,-,-,-,-,48.5,249,-,-,18,548,17.2 - 18.6
651-700,651-700,CHARLES DARWIN UNIVERSITY,Australia,M,CO,HI,2,A,-,-,-,-,-,-,28.2,448,60.5,291,97.7,55,17.2 - 18.6
651-700,551-600,CHIANG MAI UNIVERSITY,Thailand,XL,FC,HI,4,A,27.6,305,-,-,-,-,-,-,-,-,-,-,17.2 - 18.6
651-700,701-750,CHINA AGRICULTURAL UNIVERSITY,China,L,FC,VH,5,A,-,-,-,-,32.2,473,32.8,392,-,-,-,-,17.2 - 18.6
651-700,601-650,CHONNAM NATIONAL UNIVERSITY,South Korea,L,FC,VH,4,A,-,-,-,-,48.2,317,19.8,552,-,-,-,-,17.2 - 18.6
651-700,651-700,E.A.BUKETOV KARAGANDA STATE UNIVERSITY,Kazakhstan,M,FO,MD,4,A,-,-,-,-,63,232,-,-,-,-,-,-,17.2 - 18.6
651-700,651-700,GIFU UNIVERSITY,Japan,M,FC,HI,4,A,-,-,-,-,71.5,190,-,-,-,-,-,-,17.2 - 18.6
651-700,,HOLY SPIRIT UNIVERSITY OF KASLIK,Lebanon,M,FC,LO,4,A,-,-,-,-,41.8,371,-,-,98.8,76,38.3,361,17.2 - 18.6
651-700,651-700,INSTITUTO POLIT…CNICO NACIONAL (IPN),Mexico,XL,CO,VH,4,A,19.6,418,41.7,220,-,-,-,-,-,-,-,-,17.2 - 18.6
651-700,651-700,INSTITUTO TECNOL”GICO AUTONOMO DE M…XICO (ITAM),Mexico,M,FO,HI,4,B,-,-,45.9,190,-,-,-,-,61.5,283,-,-,17.2 - 18.6
651-700,701-750,INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA (IIUM),Malaysia,L,FC,HI,3,A,-,-,-,-,26.6,545,-,-,41,374,67.7,203,17.2 - 18.6
651-700,601-650,ISTANBUL TECHNICAL UNIVERSITY,Turkey,XL,FO,VH,5,A,17,482,46.7,186,-,-,-,-,-,-,-,-,17.2 - 18.6
651-700,601-650,JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Jordan,L,CO,HI,3,A,-,-,29.5,329,24,586,-,-,-,-,55.7,258,17.2 - 18.6
651-700,,KAZAKH NATIONAL AGRARIAN UNIVERSITY,Kazakhstan,M,SP,LO,4,A,-,-,-,-,59.9,259,-,-,21.7,508,-,-,17.2 - 18.6
651-700,651-700,KAZAKH-BRITISH TECHNICAL UNIVERSITY,Kazakhstan,S,FO,HI,2,A,-,-,23.4,406,48.9,311,-,-,50.1,329,-,-,17.2 - 18.6
651-700,701-750,KYUNGPOOK NATIONAL UNIVERSITY,South Korea,L,FC,VH,4,A,-,-,-,-,33.7,453,-,-,-,-,-,-,17.2 - 18.6
651-700,651-700,LOUISIANA STATE UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,-,-,49.2,242,-,-,-,-,17.2 - 18.6
651-700,701-750,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,Canada,L,FC,HI,4,A,-,-,-,-,24.7,574,24.6,486,38.5,391,48.8,295,17.2 - 18.6
651-700,651-700,NATIONAL AND KAPODISTRIAN UNIVERSITY OF ATHENS,Greece,XL,FC,VH,5,A,19.9,410,26.9,364,-,-,26,467,-,-,21.9,497,17.2 - 18.6
651-700,601-650,NATIONAL CHUNG HSING UNIVERSITY,Taiwan,L,CO,VH,4,A,-,-,-,-,-,-,30,431,-,-,-,-,17.2 - 18.6
651-700,701-750,NIIGATA UNIVERSITY,Japan,L,FC,HI,4,A,-,-,-,-,65.7,221,-,-,-,-,-,-,17.2 - 18.6
651-700,,PADJADJARAN UNIVERSITY,Indonesia,XL,CO,MD,4,A,-,-,-,-,55.5,283,-,-,-,-,-,-,17.2 - 18.6
651-700,701-750,PALACK› UNIVERSITY IN OLOMOUC,Czech Republic,L,CO,VH,5,A,-,-,-,-,33.3,458,-,-,28.9,459,19.9,528,17.2 - 18.6
651-700,551-600,SEJONG UNIVERSITY,South Korea,L,CO,HI,4,B,-,-,25.1,386,27.8,530,18.6,578,19.6,540,19.5,533,17.2 - 18.6
651-700,701-750,SOUTHERN METHODIST UNIVERSITY,United States,M,CO,VH,5,B,-,-,-,-,45,342,-,-,-,-,39.1,354,17.2 - 18.6
651-700,651-700,STEVENS INSTITUTE OF TECHNOLOGY,United States,M,CO,HI,5,B,-,-,-,-,-,-,36.2,352,39.1,385,98.8,44,17.2 - 18.6
651-700,651-700,TEMPLE UNIVERSITY,United States,XL,FC,HI,5,A,-,-,-,-,28.2,524,20.6,540,-,-,15.1,591,17.2 - 18.6
651-700,651-700,TOKYO METROPOLITAN UNIVERSITY,Japan,M,CO,VH,4,A,-,-,-,-,31.4,487,22.5,513,-,-,-,-,17.2 - 18.6
651-700,651-700,UNIVERSIDAD DE CONCEPCI”N,Chile,L,FC,HI,4,B,23.3,355,29.5,330,-,-,-,-,-,-,-,-,17.2 - 18.6
651-700,651-700,UNIVERSIDAD TORCUATO DI TELLA,Argentina,S,SP,MD,3,B,-,-,37.1,249,29.4,507,-,-,23.4,502,29.5,432,17.2 - 18.6
651-700,,UNIVERSIT… DE LILLE,France,XL,CO,VH,1,A,28.2,296,-,-,-,-,-,-,23.8,497,25.9,461,17.2 - 18.6
651-700,601-650,UNIVERSIT… DE SHERBROOKE,Canada,L,FC,HI,4,A,-,-,-,-,30.8,495,19.1,563,64.5,267,-,-,17.2 - 18.6
651-700,601-650,UNIVERSIT… NICE SOPHIA-ANTIPOLIS,France,L,FC,HI,4,A,-,-,-,-,-,-,20.9,534,66.1,259,60.3,239,17.2 - 18.6
651-700,651-700,UNIVERSITY AT ALBANY SUNY,United States,L,CO,VH,5,A,-,-,-,-,-,-,43.4,296,20.5,526,-,-,17.2 - 18.6
651-700,501-550,UNIVERSITY OF BAGHDAD,Iraq,XL,FC,MD,4,A,17.5,468,-,-,49.2,309,-,-,-,-,-,-,17.2 - 18.6
651-700,651-700,UNIVERSITY OF CRETE,Greece,L,FC,HI,3,A,-,-,-,-,-,-,44.8,283,-,-,-,-,17.2 - 18.6
651-700,701-750,UNIVERSITY OF DENVER,United States,M,CO,VH,5,B,-,-,-,-,49.3,308,20.5,541,-,-,-,-,17.2 - 18.6
651-700,601-650,UNIVERSITY OF HAIFA,Israel,L,FO,VH,4,A,-,-,-,-,25.7,561,31.2,412,,-,,-,17.2 - 18.6
651-700,601-650,UNIVERSITY OF HOUSTON,United States,XL,CO,VH,4,A,-,-,-,-,-,-,38.7,338,-,-,19.3,535,17.2 - 18.6
651-700,651-700,UNIVERSITY OF LJUBLJANA,Slovenia,XL,FC,VH,4,A,-,-,-,-,39.5,391,-,-,-,-,-,-,17.2 - 18.6
651-700,651-700,UNIVERSITY OF MINHO,Portugal,L,CO,VH,3,A,-,-,-,-,-,-,24.9,480,25.4,485,17.6,552,17.2 - 18.6
651-700,651-700,UNIVERSITY OF SEOUL,South Korea,M,CO,HI,5,A,-,-,-,-,43,363,-,-,-,-,-,-,17.2 - 18.6
651-700,701-750,UNIVERSITY OF SHARJAH,United Arab Emirates,L,CO,MD,2,B,-,-,19.4,473,-,-,-,-,100,6,100,11,17.2 - 18.6
651-700,651-700,UNIVERSITY OF WINDSOR,Canada,L,CO,HI,5,A,-,-,-,-,-,-,64.1,128,,-,48.9,294,17.2 - 18.6
651-700,701-750,UNIVERSITY OF WYOMING,United States,M,CO,VH,5,A,-,-,-,-,40.1,384,30.6,422,19.4,542,-,-,17.2 - 18.6
651-700,701-750,VICTORIA UNIVERSITY,Australia,L,CO,HI,5,A,-,-,-,-,-,-,31.1,414,48.4,334,66.6,210,17.2 - 18.6
701-750,751-800,ABU DHABI UNIVERSITY,United Arab Emirates,S,FO,HI,2,C,-,-,-,-,-,-,-,-,100,3,100,10,15.4 - 17.1
701-750,701-750,AIN SHAMS UNIVERSITY,Egypt,XL,FC,HI,4,A,-,-,35.8,263,-,-,-,-,23.5,500,-,-,15.4 - 17.1
701-750,751-800,ALPEN-ADRIA-UNIVERSITƒT KLAGENFURT,Austria,S,FO,VH,3,A,-,-,-,-,24.6,575,-,-,91.3,158,66.2,213,15.4 - 17.1
701-750,751-800,BOGOR AGRICULTURAL UNIVERSITY,Indonesia,L,CO,HI,4,A,16.7,493,-,-,26.9,540,-,-,34.3,428,-,-,15.4 - 17.1
701-750,701-750,BOURNEMOUTH UNIVERSITY,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,81.7,203,51.8,282,15.4 - 17.1
701-750,  801-1000,CHUNGNAM NATIONAL UNIVERSITY,South Korea,L,FC,HI,4,A,-,-,-,-,36,422,-,-,-,-,-,-,15.4 - 17.1
701-750,701-750,CLEMSON UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,-,-,30.6,423,-,-,-,-,15.4 - 17.1
701-750,701-750,DANKOOK UNIVERSITY,South Korea,L,FC,HI,5,B,-,-,-,-,66.6,217,-,-,-,-,-,-,15.4 - 17.1
701-750,651-700,EOTVOS LORAND UNIVERSITY,Hungary,L,FO,VH,5,A,20.8,389,-,-,-,-,-,-,-,-,16.8,563,15.4 - 17.1
701-750,751-800,GEORGIA STATE UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,-,-,28.3,447,-,-,-,-,15.4 - 17.1
701-750,751-800,GUNMA UNIVERSITY,Japan,M,FO,VH,4,A,-,-,-,-,46.8,331,19.5,561,18.9,554,-,-,15.4 - 17.1
701-750,701-750,HUNAN UNIVERSITY,China,XL,CO,VH,4,A,-,-,-,-,-,-,47.6,256,-,-,-,-,15.4 - 17.1
701-750,701-750,LAHORE UNIVERSITY OF MANAGEMENT SCIENCES (LUMS),Pakistan,S,CO,HI,3,B,-,-,46,189,-,-,-,-,-,-,-,-,15.4 - 17.1
701-750,701-750,MAYNOOTH UNIVERSITY,Ireland,M,FO,VH,5,A,-,-,-,-,-,-,18.9,569,78.7,212,21.9,498,15.4 - 17.1
701-750,651-700,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,United States,M,CO,VH,5,A,-,-,-,-,-,-,46.2,271,47,340,31.4,419,15.4 - 17.1
701-750,701-750,"NATIONAL TECHNICAL UNIVERSITY ""KHARKIV POLYTECHNIC INSTITUTE""",Ukraine,L,FO,HI,5,A,-,-,-,-,57.3,272,-,-,-,-,-,-,15.4 - 17.1
701-750,751-800,NORTHUMBRIA UNIVERSITY AT NEWCASTLE,United Kingdom,L,CO,HI,3,A,-,-,21.8,436,-,-,-,-,44.1,354,44.5,319,15.4 - 17.1
701-750,  801-1000,SAMARA NATIONAL RESEARCH UNIVERSITY (SAMARA UNIVERSITY),Russia,M,FO,VH,4,A,-,-,-,-,60.4,255,-,-,-,-,-,-,15.4 - 17.1
701-750,651-700,SHANGHAI INTERNATIONAL STUDIES UNIVERSITY,China,L,SP,LO,4,A,-,-,-,-,43.3,358,-,-,38.1,395,39.9,349,15.4 - 17.1
701-750,601-650,TECHNISCHE UNIVERSITƒT DORTMUND,Germany,XL,CO,VH,4,A,-,-,31.4,302,-,-,-,-,19.7,539,16.3,570,15.4 - 17.1
701-750,701-750,TEXAS TECH UNIVERSITY,United States,XL,CO,VH,4,A,-,-,-,-,-,-,18.6,577,62.3,276,15.7,577,15.4 - 17.1
701-750,651-700,UNIVERSIDAD ADOLFO IB¡—EZ,Chile,M,FO,HI,4,B,-,-,64.6,111,-,-,-,-,47,339,-,-,15.4 - 17.1
701-750,601-650,UNIVERSIDAD DE ANTIOQUIA,Colombia,XL,FC,HI,5,A,27.8,300,31.1,307,-,-,-,-,-,-,-,-,15.4 - 17.1
701-750,701-750,UNIVERSIDAD DE SAN FRANCISCO DE QUITO,Ecuador,M,FC,MD,3,B,-,-,31.6,300,-,-,-,-,64,270,-,-,15.4 - 17.1
701-750,601-650,UNIVERSIDAD IBEROAMERICANA (UIA),Mexico,L,FC,LO,4,B,18.1,453,44.1,207,-,-,-,-,-,-,-,-,15.4 - 17.1
701-750,651-700,UNIVERSIDADE FEDERAL DE S√O CARLOS,Brazil,L,FC,HI,3,A,-,-,-,-,33.8,451,-,-,-,-,-,-,15.4 - 17.1
701-750,751-800,UNIVERSIT¿ DEGLI STUDI DI FERRARA,Italy,L,FC,HI,5,A,-,-,-,-,-,-,58,178,-,-,-,-,15.4 - 17.1
701-750,701-750,UNIVERSIT¿ DEGLI STUDI DI GENOVA,Italy,L,FC,VH,5,A,17.6,466,-,-,-,-,31.1,415,-,-,16.7,565,15.4 - 17.1
701-750,  801-1000,UNIVERSIT¿ DEGLI STUDI DI SIENA (UNISI),Italy,M,FC,VH,5,A,-,-,-,-,-,-,32.3,403,-,-,-,-,15.4 - 17.1
701-750,701-750,UNIVERSIT¿ DEGLI STUDI DI TRIESTE (UNITS),Italy,L,FC,HI,4,A,-,-,-,-,-,-,32.3,402,-,-,15.2,589,15.4 - 17.1
701-750,651-700,UNIVERSITƒT BIELEFELD,Germany,L,CO,VH,3,A,18.4,445,-,-,-,-,-,-,21.9,507,-,-,15.4 - 17.1
701-750,651-700,UNIVERSITƒT D‹SSELDORF,Germany,XL,FC,HI,4,A,-,-,-,-,-,-,32.7,397,,-,22.2,493,15.4 - 17.1
701-750,  801-1000,UNIVERSITƒT ROSTOCK,Germany,L,FC,HI,5,A,-,-,-,-,-,-,51.1,222,,-,-,-,15.4 - 17.1
701-750,651-700,UNIVERSIT… DE RENNES 1,France,L,CO,VH,5,A,16.5,500,-,-,23.9,590,-,-,18.3,559,18.6,539,15.4 - 17.1
701-750,,UNIVERSITI TENAGA NASIONAL (UNITEN),Malaysia,M,SP,HI,2,C,-,-,-,-,43.8,355,-,-,15,595,15.2,590,15.4 - 17.1
701-750,651-700,UNIVERSITY OF ALABAMA,United States,XL,CO,VH,5,A,-,-,20.6,453,-,-,37.8,342,-,-,-,-,15.4 - 17.1
701-750,751-800,UNIVERSITY OF BRESCIA,Italy,M,FO,VH,3,A,-,-,-,-,-,-,53.5,203,-,-,18.2,546,15.4 - 17.1
701-750,  801-1000,UNIVERSITY OF EAST LONDON,United Kingdom,M,CO,HI,3,A,-,-,-,-,-,-,-,-,87.1,180,88.6,111,15.4 - 17.1
701-750,  801-1000,UNIVERSITY OF GREENWICH,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,81.5,205,96.3,71,15.4 - 17.1
701-750,751-800,UNIVERSITY OF HUDDERSFIELD,United Kingdom,L,CO,HI,3,A,-,-,26.9,363,-,-,-,-,52.4,323,71.2,184,15.4 - 17.1
701-750,601-650,UNIVERSITY OF KUFA,Iraq,L,FC,MD,3,A,-,-,-,-,46.1,334,-,-,-,-,-,-,15.4 - 17.1
701-750,701-750,UNIVERSITY OF PATRAS,Greece,L,FC,HI,4,A,-,-,-,-,-,-,38.1,341,-,-,-,-,15.4 - 17.1
701-750,751-800,UNIVERSITY OF P…CS,Hungary,L,FC,HI,5,A,-,-,-,-,33.4,457,-,-,-,-,52,280,15.4 - 17.1
701-750,601-650,UNIVERSITY OF TEHRAN,Iran,XL,CO,VH,4,A,17.7,464,-,-,-,-,32.3,404,-,-,-,-,15.4 - 17.1
701-750,751-800,UNIVERSITY OF TULSA,United States,S,CO,VH,5,B,-,-,-,-,39.7,390,-,-,-,-,75.6,166,15.4 - 17.1
701-750,,VIETNAM NATIONAL UNIVERSITY - HO CHI MINH CITY (VNU-HCM),Vietnam,XL,FO,MD,2,A,16.6,497,-,-,41.2,375,-,-,-,-,-,-,15.4 - 17.1
701-750,751-800,YAMAGUCHI UNIVERSITY,Japan,M,FC,HI,4,A,-,-,-,-,59.9,258,-,-,-,-,-,-,15.4 - 17.1
701-750,751-800,YOKOHAMA NATIONAL UNIVERSITY,Japan,M,CO,VH,4,A,-,-,-,-,33.7,454,-,-,-,-,-,-,15.4 - 17.1
701-750,,ZAYED UNIVERSITY,United Arab Emirates,M,CO,MD,2,A,-,-,-,-,30.4,498,-,-,100,7,-,-,15.4 - 17.1
751-800,701-750,AIRLANGGA UNIVERSITY,Indonesia,L,FC,MD,4,A,17,480,-,-,26.1,553,-,-,-,-,-,-,14.3 - 15.3
751-800,651-700,ANNA UNIVERSITY,India,L,FO,VH,3,A,-,-,-,-,-,-,42.6,302,,-,-,-,14.3 - 15.3
751-800,651-700,BEIJING FOREIGN STUDIES UNIVERSITY,China,M,SP,MD,4,A,-,-,-,-,43.2,360,-,-,33,434,31.5,416,14.3 - 15.3
751-800,701-750,BEIJING JIAOTONG UNIVERSITY,China,L,CO,VH,5,A,-,-,-,-,25,569,19,565,-,-,-,-,14.3 - 15.3
751-800,701-750,BEIJING UNIVERSITY OF TECHNOLOGY,China,L,CO,VH,4,A,-,-,-,-,34.6,440,17,595,-,-,-,-,14.3 - 15.3
751-800,701-750,COMENIUS UNIVERSITY IN BRATISLAVA,Slovakia,L,CO,VH,4,A,-,-,-,-,37.3,410,-,-,,-,18.4,540,14.3 - 15.3
751-800,,COMSATS INSTITUTE OF INFORMATION TECHNOLOGY,Pakistan,XL,CO,HI,2,A,-,-,22.3,425,36.8,414,-,-,-,-,-,-,14.3 - 15.3
751-800,651-700,DUBLIN INSTITUTE OF TECHNOLOGY (DIT),Ireland,L,CO,HI,3,A,-,-,-,-,-,-,-,-,46.6,344,52.3,275,14.3 - 15.3
751-800,751-800,EDITH COWAN UNIVERSITY (ECU),Australia,L,CO,HI,3,A,-,-,-,-,-,-,-,-,64.6,266,76.8,162,14.3 - 15.3
751-800,,GERMAN JORDANIAN UNIVERSITY,Jordan,S,FO,HI,2,A,-,-,-,-,36.7,415,-,-,52,324,33.1,404,14.3 - 15.3
751-800,,"JAMIA MILLIA ISLAMIA, NEW DELHI",India,M,CO,VH,4,A,-,-,-,-,47.4,324,-,-,-,-,-,-,14.3 - 15.3
751-800,751-800,KANSAS STATE UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,-,-,21.5,523,-,-,-,-,14.3 - 15.3
751-800,,KARAGANDA STATE TECHNICAL UNIVERSITY,Kazakhstan,M,FO,MD,4,A,-,-,-,-,58.6,264,-,-,-,-,-,-,14.3 - 15.3
751-800,701-750,KAUNAS UNIVERSITY OF TECHNOLOGY,Lithuania,M,FO,VH,4,A,-,-,21.2,445,36.7,416,-,-,-,-,-,-,14.3 - 15.3
751-800,  801-1000,KENT STATE UNIVERSITY,United States,L,CO,HI,5,A,-,-,-,-,-,-,35.6,357,21.7,509,19.7,530,14.3 - 15.3
751-800,701-750,LONDON METROPOLITAN UNIVERSITY,United Kingdom,M,CO,HI,2,A,-,-,-,-,-,-,-,-,59.5,295,98.9,42,14.3 - 15.3
751-800,  801-1000,LONDON SOUTH BANK UNIVERSITY,United Kingdom,M,CO,HI,3,A,-,-,-,-,-,-,-,-,68,253,95.1,79,14.3 - 15.3
751-800,701-750,MANIPAL UNIVERSITY,India,L,FC,HI,4,B,-,-,-,-,52.3,293,-,-,-,-,-,-,14.3 - 15.3
751-800,701-750,MIDDLESEX UNIVERSITY,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,84.3,194,50.7,288,14.3 - 15.3
751-800,751-800,NAGOYA INSTITUTE OF TECHNOLOGY (NIT),Japan,M,SP,VH,5,A,-,-,-,-,-,-,45.4,276,-,-,-,-,14.3 - 15.3
751-800,,NATIONAL UNIVERSITY LVIV POLYTECHNIC,Ukraine,L,CO,HI,5,A,-,-,-,-,50.1,304,-,-,-,-,-,-,14.3 - 15.3
751-800,  801-1000,NEW JERSEY INSTITUTE OF TECHNOLOGY (NJIT),United States,M,CO,VH,5,A,-,-,-,-,-,-,23.8,496,20.9,520,67.3,205,14.3 - 15.3
751-800,  801-1000,OKLAHOMA STATE UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,-,-,22,516,33.5,431,-,-,14.3 - 15.3
751-800,751-800,PARIS LODRON UNIVERSITƒT SALZBURG,Austria,L,CO,HI,5,A,-,-,-,-,-,-,-,-,,-,97.3,61,14.3 - 15.3
751-800,701-750,PONTIFICIA UNIVERSIDAD CAT”LICA DE VALPARAÕSO,Chile,L,FC,MD,4,B,20.5,397,28.1,348,-,-,-,-,-,-,-,-,14.3 - 15.3
751-800,651-700,RIGA TECHNICAL UNIVERSITY,Latvia,M,CO,VH,5,A,-,-,23.9,401,26.8,541,-,-,15.9,582,28.7,443,14.3 - 15.3
751-800,,SLOVAK UNIVERSITY OF TECHNOLOGY IN BRATISLAVA,Slovakia,L,FO,VH,4,A,-,-,-,-,47.1,328,-,-,-,-,-,-,14.3 - 15.3
751-800,701-750,SOPHIA UNIVERSITY,Japan,L,CO,HI,5,B,-,-,18.9,480,24.7,573,-,-,34.7,420,22.8,488,14.3 - 15.3
751-800,  801-1000,SUMY STATE UNIVERSITY,Ukraine,M,CO,HI,3,A,-,-,-,-,48.3,314,-,-,-,-,34.2,393,14.3 - 15.3
751-800,701-750,TOKYO UNIVERSITY OF SCIENCE,Japan,L,FO,VH,4,B,-,-,-,-,-,-,24.8,482,-,-,-,-,14.3 - 15.3
751-800,751-800,UNIVERSIDAD AUT”NOMA METROPOLITANA (UAM),Mexico,XL,FC,HI,3,A,22.4,367,18,496,-,-,-,-,-,-,-,-,14.3 - 15.3
751-800,651-700,UNIVERSIDAD CENTRAL DE VENEZUELA (UCV),Venezuela,XL,FC,MD,5,A,18.8,435,31.1,308,-,-,-,-,-,-,-,-,14.3 - 15.3
751-800,  801-1000,UNIVERSIDAD DE GUADALAJARA (UDG),Mexico,XL,FC,MD,5,A,17.9,460,-,-,28.8,513,-,-,-,-,-,-,14.3 - 15.3
751-800,  801-1000,UNIVERSIDAD DE LAS AM…RICAS PUEBLA (UDLAP),Mexico,M,FC,MD,4,B,-,-,19.5,472,31.4,486,-,-,47.9,336,-,-,14.3 - 15.3
751-800,  801-1000,UNIVERSIDAD NACIONAL COSTA RICA,Costa Rica,L,CO,MD,3,A,-,-,24.3,398,32.9,464,-,-,-,-,-,-,14.3 - 15.3
751-800,  801-1000,UNIVERSIDAD PANAMERICANA (UP),Mexico,M,FO,MD,4,B,-,-,19.7,466,45.5,338,-,-,-,-,-,-,14.3 - 15.3
751-800,651-700,"UNIVERSIDADE CAT”LICA PORTUGUESA, LISBOA",Portugal,M,FC,MD,3,B,-,-,26.8,365,-,-,-,-,-,-,20.4,519,14.3 - 15.3
751-800,651-700,UNIVERSIDADE DE BRASÕLIA,Brazil,XL,FC,HI,4,A,22.5,366,-,-,-,-,-,-,-,-,-,-,14.3 - 15.3
751-800,751-800,UNIVERSIDADE FEDERAL DE SANTA CATARINA,Brazil,XL,FC,HI,4,A,18.8,431,-,-,24.1,583,-,-,-,-,-,-,14.3 - 15.3
751-800,701-750,UNIVERSIT¿ CA' FOSCARI VENEZIA,Italy,L,FO,VH,5,A,-,-,23.3,409,-,-,21.2,528,24.3,494,-,-,14.3 - 15.3
751-800,751-800,UNIVERSIT¿ DEGLI STUDI DI PERUGIA,Italy,L,FC,HI,5,A,-,-,-,-,-,-,44.2,288,-,-,-,-,14.3 - 15.3
751-800,751-800,UNIVERSITI TEKNOLOGI MARA (UITM),Malaysia,XL,CO,VH,4,A,18.1,454,26.3,369,-,-,-,-,-,-,-,-,14.3 - 15.3
751-800,701-750,UNIVERSITY OF BRIGHTON,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,61.7,280,61.9,230,14.3 - 15.3
751-800,701-750,UNIVERSITY OF CENTRAL FLORIDA,United States,XL,FC,HI,4,A,-,-,-,-,-,-,25.7,470,16.1,581,-,-,14.3 - 15.3
751-800,,UNIVERSITY OF ELECTRONIC SCIENCE AND TECHNOLOGY OF CHINA,China,XL,CO,VH,4,A,-,-,-,-,34.2,442,22.7,511,25.1,488,-,-,14.3 - 15.3
751-800,751-800,UNIVERSITY OF HERTFORDSHIRE,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,59.3,296,79.1,154,14.3 - 15.3
751-800,701-750,UNIVERSITY OF KWAZULU-NATAL,South Africa,XL,FC,HI,3,A,-,-,-,-,-,-,20.1,549,49.2,331,-,-,14.3 - 15.3
751-800,751-800,UNIVERSITY OF NEW HAMPSHIRE,United States,L,CO,HI,5,A,-,-,-,-,26.7,543,30.3,425,-,-,-,-,14.3 - 15.3
751-800,751-800,UNIVERSITY OF SALFORD,United Kingdom,L,CO,HI,4,A,-,-,-,-,-,-,-,-,31.2,443,68.6,198,14.3 - 15.3
751-800,751-800,UNIVERSITY OF SOUTHERN QUEENSLAND,Australia,L,CO,HI,4,A,-,-,-,-,-,-,21.4,526,71.5,243,20.7,513,14.3 - 15.3
  801-1000,  801-1000,ADAM MICKIEWICZ UNIVERSITY,Poland,XL,CO,HI,4,A,-,-,-,-,23.5,596,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Poland,L,CO,VH,5,A,-,-,-,-,35,435,-,-,,-,-,-,7.2 - 14.2
  801-1000,,AJMAN UNIVERSITY,United Arab Emirates,M,CO,MD,3,C,-,-,-,-,-,-,-,-,100,5,100,6,7.2 - 14.2
  801-1000,,AL AKHAWAYN UNIVERSITY IFRANE,Morocco,S,FO,HI,3,A,-,-,-,-,-,-,-,-,90.9,159,-,-,7.2 - 14.2
  801-1000,  801-1000,AL AZHAR UNIVERSITY,Egypt,XL,CO,HI,3,A,-,-,-,-,-,-,-,-,,-,31.8,413,7.2 - 14.2
  801-1000,751-800,ALEXANDRIA UNIVERSITY,Egypt,XL,FC,HI,4,A,-,-,32.9,289,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,ALEXANDRU IOAN CUZA UNIVERSITY,Romania,L,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,"ALIGARH MUSLIM UNIVERSITY (AMU), ALIGARH",India,L,CO,HI,5,A,-,-,-,-,32.8,467,-,-,,-,-,-,7.2 - 14.2
  801-1000,751-800,AL-IMAM MOHAMED IBN SAUD ISLAMIC UNIVERSITY,Saudi Arabia,XL,CO,MD,4,A,-,-,-,-,-,-,-,-,90.1,163,-,-,7.2 - 14.2
  801-1000,,AMITY UNIVERSITY,India,L,CO,HI,2,B,-,-,-,-,-,-,-,-,-,-,23.1,484,7.2 - 14.2
  801-1000,,AMRITA UNIVERSITY,India,L,FC,HI,2,B,-,-,-,-,35.5,425,-,-,51.4,325,-,-,7.2 - 14.2
  801-1000,  801-1000,ANKARA ‹NIVERSITESI,Turkey,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,  801-1000,AOYAMA GAKUIN UNIVERSITY,Japan,L,CO,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,7.2 - 14.2
  801-1000,,ASSIUT UNIVERSITY,Egypt,XL,FC,HI,4,A,-,-,-,-,23.8,593,-,-,,-,-,-,7.2 - 14.2
