2018,2017,Institution Name,Country,Classification,,,,,Academic Reputation,,Employer Reputation,,Faculty Student,,Citations per Faculty,,International Faculty,,International Students,,Overall Score
651-700,601-650,UNIVERSIDAD CAT”LICA ANDR…S BELLO - UCAB,Venezuela,L,FO,LO,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,UNIVERSIDAD CENTRAL DE VENEZUELA (UCV),Venezuela,XL,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,UNIVERSIDAD DE CONCEPCI”N,Chile,L,FC,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,,UNIVERSIDAD DEL PAIS VASCO,Spain,XL,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,UNIVERSIDAD TORCUATO DI TELLA,Argentina,S,SP,LO,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,  701+,"UNIVERSIDADE CATOLICA PORTUGUESA, LISBOA",Portugal,M,FC,MD,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,UNIVERSIDADE DE BRASILIA,Brazil,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,UNIVERSIDADE FEDERAL DE S√O CARLOS,Brazil,L,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,UNIVERSITƒT BIELEFELD,Germany,L,CO,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,UNIVERSITƒT D‹SSELDORF,Germany,L,FC,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,UNIVERSIT… DE RENNES 1,France,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,UNIVERSITY AT ALBANY SUNY,United States,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,UNIVERSITY OF ALABAMA,United States,XL,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,UNIVERSITY OF CRETE,Greece,L,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,UNIVERSITY OF DEBRECEN,Hungary,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,UNIVERSITY OF LJUBLJANA,Slovenia,XL,FC,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,UNIVERSITY OF MILANO-BICOCCA ,Italy,XL,CO,VH,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,,UNIVERSITY OF MINHO,Portugal,L,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,UNIVERSITY OF SEOUL ,South Korea,M,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,UNIVERSITY OF WINDSOR,Canada,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,651-700,VIRGINIA COMMONWEALTH UNIVERSITY,United States,L,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
651-700,601-650,WORCESTER POLYTECHNIC INSTITUTE,United States,M,CO,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,AIN SHAMS UNIVERSITY ,Egypt,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,AIRLANGGA UNIVERSITY,Indonesia,XL,FC,LO,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,BEIJING JIAOTONG UNIVERSITY,China,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,BEIJING UNIVERSITY OF TECHNOLOGY,China,L,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,,BOURNEMOUTH UNIVERSITY,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,,CHINA AGRICULTURAL UNIVERSITY ,China,L,FC,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,CLEMSON UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,COMENIUS UNIVERSITY IN BRATISLAVA,Slovakia,L,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,DANKOOK UNIVERSITY ,South Korea,L,FC,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,DE LA SALLE UNIVERSITY,Philippines,L,CO,MD,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,,HUNAN UNIVERSITY ,China,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,601-650,INTERNATIONAL ISLAMIC UNIVERSITY MALAYSIA (IIUM),Malaysia,L,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,KAUNAS UNIVERSITY OF TECHNOLOGY,Lithuania,M,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,KHAZAR UNIVERSITY,Azerbaijan,S,FO,LO,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,KYUNGPOOK NATIONAL UNIVERSITY,South Korea,L,FC,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,LAHORE UNIVERSITY OF MANAGEMENT SCIENCES (LUMS),Pakistan,S,CO,HI,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,LOBACHEVSKY STATE UNIVERSITY OF NIZHNI NOVGOROD,Russia,L,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,LONDON METROPOLITAN UNIVERSITY,United Kingdom,M,CO,HI,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,,MANIPAL UNIVERSITY,India,L,FC,HI,4,C,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,MAYNOOTH UNIVERSITY,Ireland,M,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,Canada,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,601-650,MIDDLESEX UNIVERSITY,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,"NATIONAL TECHNICAL UNIVERSITY ""KHARKIV POLYTECHNIC INSTITUTE""",Ukraine,L,FO,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,NIIGATA UNIVERSITY,Japan,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,OSAKA PREFECTURE UNIVERSITY ,Japan,M,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,PALACK› UNIVERSITY IN OLOMOUC,Czech Republic,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,601-650,PONTIFICIA UNIVERSIDAD CAT”LICA DE VALPARAÕSO,Chile,L,FC,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,551-600,RHODES UNIVERSITY ,South Africa,M,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,SMITH COLLEGE,United States,S,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,"SOFIA UNIVERSITY ""ST. KLIMENT OHRIDSKI""",Bulgaria,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,,SOPHIA UNIVERSITY ,Japan,L,CO,MD,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,SOUTHERN METHODIST UNIVERSITY,United States,M,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,,TEXAS TECH UNIVERSITY,United States,XL,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,TOKYO UNIVERSITY OF SCIENCE,Japan,L,FO,VH,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,UNIVERSIDAD DE LA REP⁄BLICA (UDELAR),Uruguay,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,UNIVERSIDAD DE SAN FRANCISCO DE QUITO,Ecuador,M,FC,MD,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,601-650,UNIVERSIDAD NACIONAL DE C”RDOBA,Argentina,XL,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,UNIVERSIT¿ CA' FOSCARI VENEZIA,Italy,L,FO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,UNIVERSIT¿ DEGLI STUDI DI GENOVA,Italy,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,UNIVERSIT¿ DEGLI STUDI DI MODENA E REGGIO EMILIA,Italy,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,UNIVERSIT¿ DEGLI STUDI DI TRIESTE (UNITS),Italy,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,UNIVERSITI UTARA MALAYSIA (UUM),Malaysia,L,SP,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,,UNIVERSITY OF BRIGHTON,United Kingdom,L,CO,HI,,,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,UNIVERSITY OF BUCHAREST,Romania,L,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,UNIVERSITY OF CENTRAL FLORIDA,United States,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,UNIVERSITY OF DENVER,United States,M,CO,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,UNIVERSITY OF DHAKA,Bangladesh,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,UNIVERSITY OF KWAZULU-NATAL,South Africa,L,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,UNIVERSITY OF LATVIA,Latvia,L,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,UNIVERSITY OF PATRAS,Greece,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,UNIVERSITY OF PLYMOUTH,United Kingdom,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,UNIVERSITY OF SHARJAH,United Arab Emirates,L,CO,MD,2,B,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,  701+,UNIVERSITY OF WYOMING,United States,M,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
701-750,651-700,VICTORIA UNIVERSITY ,Australia,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,ABU DHABI UNIVERSITY,United Arab Emirates,S,FO,HI,2,C,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,ALEXANDRIA UNIVERSITY ,Egypt,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,651-700,AL-IMAM MOHAMED IBN SAUD ISLAMIC UNIVERSITY,Saudi Arabia,XL,CO,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,ALPEN-ADRIA-UNIVERSITƒT KLAGENFURT ,Austria,M,FO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,BELARUSIAN NATIONAL TECHNICAL UNIVERSITY,Belarus,L,SP,LO,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,BOGOR AGRICULTURAL UNIVERSITY,Indonesia,L,CO,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,651-700,BRIGHAM YOUNG UNIVERSITY,United States,XL,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,BUDAPEST UNIVERSITY OF TECHNOLOGY AND ECONOMICS,Hungary,L,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,EDITH COWAN UNIVERSITY (ECU),Australia,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,,FLORIDA INTERNATIONAL UNIVERSITY,United States,XL,CO,VH,,,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,GEORGIA STATE UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,GUNMA UNIVERSITY,Japan,M,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,HACETTEPE UNIVERSITY ,Turkey,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,KANSAS STATE UNIVERSITY ,United States,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,KASETSART UNIVERSITY,Thailand,XL,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,KING FAISAL UNIVERSITY,Saudi Arabia,XL,FO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,LOYOLA UNIVERSITY CHICAGO,United States,L,FC,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,,NAGOYA INSTITUTE OF TECHNOLOGY (NIT),Japan,M,SP,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,NORTHUMBRIA UNIVERSITY AT NEWCASTLE,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,PARIS LODRON UNIVERSITƒT SALZBURG,Austria,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSIDAD AUT”NOMA METROPOLITANA (UAM),Mexico,XL,FC,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,651-700,UNIVERSIDAD DE LA SABANA,Colombia,M,FC,MD,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSIDAD DIEGO PORTALES,Chile,L,FC,MD,3,B,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSIDAD SIM”N BOLÕVAR VENEZUELA,Venezuela,M,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSIDADE FEDERAL DE SANTA CATARINA,Brazil,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSIT¿ DEGLI STUDI DI FERRARA,Italy,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSIT¿ DEGLI STUDI DI PERUGIA,Italy,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSIT¿ DEGLI STUDI ROMA TRE,Italy,XL,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSIT… DE LORRAINE ,France,XL,CO,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSIT… DE NANTES,France,XL,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSIT… LUMI»RE LYON 2,France,L,SP,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,"UNIVERSIT… TOULOUSE 1, CAPITOLE",France,L,FO,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSITI TEKNOLOGI MARA (UITM),Malaysia,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSITY OF BRESCIA,Italy,L,FO,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,651-700,UNIVERSITY OF CALCUTTA,India,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSITY OF COLOMBO,Sri Lanka,L,CO,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSITY OF HERTFORDSHIRE,United Kingdom,L,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSITY OF HUDDERSFIELD,United Kingdom,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,601-650,UNIVERSITY OF NEW HAMPSHIRE,United States,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSITY OF P…CS,Hungary,L,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSITY OF SALFORD,United Kingdom,L,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSITY OF SOUTHERN QUEENSLAND ,Australia,L,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,UNIVERSITY OF TULSA,United States,S,CO,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,YAMAGUCHI UNIVERSITY ,Japan,M,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,651-700,YEUNGNAM UNIVERSITY ,South Korea,L,FC,HI,4,C,-,-,-,-,-,-,-,-,-,-,-,-,-
751-800,  701+,YOKOHAMA NATIONAL UNIVERSITY,Japan,M,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,ADAM MICKIEWICZ UNIVERSITY,Poland,XL,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,AGH UNIVERSITY OF SCIENCE AND TECHNOLOGY,Poland,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,AL AZHAR UNIVERSITY ,Egypt,XL,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,ALEXANDRU IOAN CUZA UNIVERSITY,Romania,L,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,"ALIGARH MUSLIM UNIVERSITY (AMU), ALIGARH",India,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,ANKARA ‹NIVERSITESI,Turkey,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,AOYAMA GAKUIN UNIVERSITY,Japan,L,CO,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,ATHENS UNIVERSITY OF ECONOMICS AND BUSINESS,Greece,M,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,AUBURN UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,AUSTRALIAN CATHOLIC UNIVERSITY,Australia,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,BABES-BOLYAI UNIVERSITY,Romania,XL,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,BAKU STATE UNIVERSITY,Azerbaijan,L,FO,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,BANARAS HINDU UNIVERSITY,India,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,BAYLOR UNIVERSITY,United States,L,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,BENEM…RITA UNIVERSIDAD AUT”NOMA DE PUEBLA,Mexico,XL,FC,MD,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,BINGHAMTON UNIVERSITY SUNY,United States,L,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE,India,M,CO,HI,5,C,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,BIRZEIT UNIVERSITY,Palestinian Territory,M,CO,MD,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,CENTRAL SOUTH UNIVERSITY,China,XL,FC,VH,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,CHARLES STURT UNIVERSITY ,Australia,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,CHONGQING UNIVERSITY,China,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,CHUNGNAM NATIONAL UNIVERSITY,South Korea,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,CORVINUS UNIVERSITY OF BUDAPEST,Hungary,M,FO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,CUKUROVA UNIVERSITY,Turkey,XL,FC,MD,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,DIPONEGORO UNIVERSITY,Indonesia,XL,FC,LO,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,DONETSK NATIONAL UNIVERSITY,Ukraine,S,FO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,DOSHISHA UNIVERSITY,Japan,L,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,EDINBURGH NAPIER UNIVERSITY,United Kingdom,M,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,FENG CHIA UNIVERSITY,Taiwan,L,FO,VH,4,C,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,FORDHAM UNIVERSITY,United States,L,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,FU JEN CATHOLIC UNIVERSITY,Taiwan,L,FC,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,GAZI ‹NIVERSITESI,Turkey,XL,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,651-700,GEORGE MASON UNIVERSITY,United States,L,CO,VH,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,ISTANBUL UNIVERSITY,Turkey,XL,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,KAZAKH ABLAI KHAN UNIVERSITY OF INTERNATIONAL RELATIONS AND WORLD LANGUAGES,Kazakhstan,M,SP,LO,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,KENT STATE UNIVERSITY,United States,L,,,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,KHON KAEN UNIVERSITY,Thailand,XL,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,KING MONGKUT'S UNIVERSITY OF TECHNOLOGY THONBURI ,Thailand,L,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,KYUSHU INSTITUTE OF TECHNOLOGY ,Japan,M,FO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,LODZ UNIVERSITY,Poland,L,CO,HI,4,,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,LONDON SOUTH BANK UNIVERSITY,United Kingdom,M,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,MAKERERE UNIVERSITY,Uganda,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,MANCHESTER METROPOLITAN UNIVERSITY,United Kingdom,L,CO,HI,3,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,MARQUETTE UNIVERSITY,United States,M,CO,VH,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,MEIJI UNIVERSITY,Japan,XL,CO,HI,5,C,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,MIAMI UNIVERSITY,United States,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,NEW JERSEY INSTITUTE OF TECHNOLOGY (NJIT),United States,M,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,NICOLAUS COPERNICUS UNIVERSITY ,Poland,L,FC,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,NORTH-WEST UNIVERSITY,South Africa,XL,CO,HI,2,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,NOTTINGHAM TRENT UNIVERSITY,United Kingdom,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,NOVOSIBIRSK STATE TECHNICAL UNIVERSITY,Russia,L,FO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,OCHANOMIZU UNIVERSITY,Japan,S,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,OHIO UNIVERSITY,United States,L,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,OKLAHOMA STATE UNIVERSITY ,United States,L,CO,VH,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,PANJAB UNIVERSITY,India,L,FC,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,PLEKHANOV RUSSIAN UNIVERSITY OF ECONOMICS,Russia,L,SP,LO,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,Ecuador,L,FC,LO,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,PONTIFICIA UNIVERSIDADE CAT”LICA DO RIO GRANDE DO SUL,Brazil,L,FC,HI,4,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,PRINCE OF SONGKLA UNIVERSITY,Thailand,XL,FC,MD,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,RITSUMEIKAN UNIVERSITY,Japan,XL,CO,HI,5,B,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,RYERSON UNIVERSITY,Canada,XL,CO,HI,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,SAITAMA UNIVERSITY,Japan,M,CO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,,SAMARA NATIONAL RESEARCH UNIVERSITY (SAMARA UNIVERSITY),Russia,M,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,SAN DIEGO STATE UNIVERSITY,United States,XL,CO,HI,5,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,SEOUL NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY ,South Korea,M,FO,VH,,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,SEPULUH NOPEMBER INSTITUTE OF TECHNOLOGY,Indonesia,L,SP,LO,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,SHAHID BEHESHTI UNIVERSITY TEHRAN,Iran,L,FO,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
  801-1000,  701+,SHINSHU UNIVERSITY ,Japan,M,FC,VH,4,A,-,-,-,-,-,-,-,-,-,-,-,-,-
